locus_tag	ftype	length_bp	gene	EC_number	COG	product
KOOEHCHE_03027	CDS	570				hypothetical protein
KOOEHCHE_03028	CDS	297				hypothetical protein
KOOEHCHE_03029	CDS	642	ycaC_2	4.-.-.-	COG1335	putative hydrolase YcaC
KOOEHCHE_03030	CDS	927	dmlR_10			HTH-type transcriptional regulator DmlR
KOOEHCHE_03031	CDS	1443	gdhB_1	1.1.5.2	COG2133	Quinoprotein glucose dehydrogenase B
KOOEHCHE_03032	CDS	1839	kefC_2		COG0475	Glutathione-regulated potassium-efflux system protein KefC
KOOEHCHE_03033	CDS	360				hypothetical protein
KOOEHCHE_03034	CDS	357				hypothetical protein
KOOEHCHE_03035	CDS	942	yfeX_2	1.11.1.-	COG2837	Dye-decolorizing peroxidase YfeX
KOOEHCHE_03036	CDS	780				hypothetical protein
KOOEHCHE_03037	CDS	507		4.1.3.17	COG0684	Putative 4-hydroxy-4-methyl-2-oxoglutarate aldolase
KOOEHCHE_03038	CDS	666				hypothetical protein
KOOEHCHE_03039	CDS	267	rpsT		COG0268	30S ribosomal protein S20
KOOEHCHE_03040	CDS	735				hypothetical protein
KOOEHCHE_03041	CDS	858	cysQ	3.1.3.7	COG1218	3'(2'),5'-bisphosphate nucleotidase CysQ
KOOEHCHE_03042	CDS	369				hypothetical protein
KOOEHCHE_03043	CDS	735				hypothetical protein
KOOEHCHE_03044	CDS	1731	gsiA	7.4.2.10	COG1123	Glutathione import ATP-binding protein GsiA
KOOEHCHE_03045	CDS	1143				hypothetical protein
KOOEHCHE_03046	CDS	939	gsiC		COG0601	Glutathione transport system permease protein GsiC
KOOEHCHE_03047	CDS	2013	prlC_2	3.4.24.70	COG0339	Oligopeptidase A
KOOEHCHE_03048	CDS	1821	oppA		COG4166	Oligopeptide-binding protein OppA
KOOEHCHE_03049	CDS	1785	hbpA		COG0747	Heme-binding protein A
KOOEHCHE_03050	CDS	738				hypothetical protein
KOOEHCHE_03051	CDS	1374	mpl	6.3.2.45	COG0773	UDP-N-acetylmuramate--L-alanyl-gamma-D-glutamyl-meso-2,6-diaminoheptandioate ligase
KOOEHCHE_03052	CDS	348				hypothetical protein
KOOEHCHE_03053	CDS	513	purE	5.4.99.18	COG0041	N5-carboxyaminoimidazole ribonucleotide mutase
KOOEHCHE_03054	CDS	1122	purK	6.3.4.18		N5-carboxyaminoimidazole ribonucleotide synthase
KOOEHCHE_03055	CDS	1293				Tn3 family transposase TnXax1
KOOEHCHE_03056	CDS	375				hypothetical protein
KOOEHCHE_03057	CDS	906				hypothetical protein
KOOEHCHE_03058	CDS	918				hypothetical protein
KOOEHCHE_03059	CDS	1941	dnaK		COG0443	Chaperone protein DnaK
KOOEHCHE_03060	CDS	555	grpE		COG0576	Protein GrpE
KOOEHCHE_03061	CDS	894	dmlR_11			HTH-type transcriptional regulator DmlR
KOOEHCHE_03062	CDS	867				hypothetical protein
KOOEHCHE_03063	CDS	231				hypothetical protein
KOOEHCHE_03064	CDS	327				hypothetical protein
KOOEHCHE_03065	CDS	1071	nlhH_2	3.1.1.1	COG0657	Carboxylesterase NlhH
KOOEHCHE_03066	CDS	558	ppiA	5.2.1.8	COG0652	Peptidyl-prolyl cis-trans isomerase A
KOOEHCHE_03067	CDS	594				hypothetical protein
KOOEHCHE_03068	CDS	630				hypothetical protein
KOOEHCHE_03069	tRNA	76				tRNA-Gly(gcc)
KOOEHCHE_03070	CDS	1422	cysS	6.1.1.16	COG0215	Cysteine--tRNA ligase
KOOEHCHE_03071	CDS	978	kdsD	5.3.1.13	COG0517	Arabinose 5-phosphate isomerase KdsD
KOOEHCHE_03072	CDS	540	kdsC	3.1.3.45	COG1778	3-deoxy-D-manno-octulosonate 8-phosphate phosphatase KdsC
KOOEHCHE_03073	CDS	549	lptC			Lipopolysaccharide export system protein LptC
KOOEHCHE_03074	CDS	549	lptA		COG1934	Lipopolysaccharide export system protein LptA
KOOEHCHE_03075	CDS	747	lptB	3.6.3.-	COG1137	Lipopolysaccharide export system ATP-binding protein LptB
KOOEHCHE_03076	CDS	1467				hypothetical protein
KOOEHCHE_03077	CDS	2142	ltxB	7.4.2.5	COG2274	Leukotoxin export ATP-binding protein LtxB
KOOEHCHE_03078	CDS	1191	prsE			Type I secretion system membrane fusion protein PrsE
KOOEHCHE_03079	CDS	600	yigZ		COG1739	IMPACT family member YigZ
KOOEHCHE_03080	CDS	612		2.3.1.-	COG0110	Putative acetyltransferase
KOOEHCHE_03081	CDS	843				hypothetical protein
KOOEHCHE_03082	CDS	669		2.1.1.6	COG4122	Catechol O-methyltransferase
KOOEHCHE_03083	CDS	702				hypothetical protein
KOOEHCHE_03084	CDS	324			COG1146	Ferredoxin 1
KOOEHCHE_03085	CDS	204				hypothetical protein
KOOEHCHE_03086	CDS	585				hypothetical protein
KOOEHCHE_03087	CDS	561				hypothetical protein
KOOEHCHE_03088	CDS	432				hypothetical protein
KOOEHCHE_03089	CDS	96				hypothetical protein
KOOEHCHE_03090	CDS	1071		1.1.1.1	COG1063	putative zinc-binding alcohol dehydrogenase
KOOEHCHE_03091	CDS	741				hypothetical protein
KOOEHCHE_03092	CDS	654				hypothetical protein
KOOEHCHE_03093	CDS	3606	ddl_2	6.3.2.4		D-alanine--D-alanine ligase
KOOEHCHE_03094	CDS	537	kefF_2	1.6.5.2	COG2249	Glutathione-regulated potassium-efflux system ancillary protein KefF
KOOEHCHE_03095	CDS	354	ytcD		COG1733	putative HTH-type transcriptional regulator YtcD
KOOEHCHE_03096	CDS	126				hypothetical protein
KOOEHCHE_03097	CDS	435				Putative nickel-responsive regulator
KOOEHCHE_03098	CDS	1812	atzF	3.5.1.54		Allophanate hydrolase
KOOEHCHE_03099	CDS	1023				hypothetical protein
KOOEHCHE_03100	CDS	882	ssuB_2	3.6.3.-	COG1116	Aliphatic sulfonates import ATP-binding protein SsuB
KOOEHCHE_03101	CDS	945				hypothetical protein
KOOEHCHE_03102	CDS	402				hypothetical protein
KOOEHCHE_03103	CDS	1338	glmM_1	5.4.2.10	COG1109	Phosphoglucosamine mutase
KOOEHCHE_03104	CDS	657	pdxH	1.4.3.5	COG0259	Pyridoxine/pyridoxamine 5'-phosphate oxidase
KOOEHCHE_03105	CDS	1701	recJ	3.1.-.-	COG0608	Single-stranded-DNA-specific exonuclease RecJ
KOOEHCHE_03106	CDS	768				hypothetical protein
KOOEHCHE_03107	CDS	933	prfB		COG1186	Peptide chain release factor RF2
KOOEHCHE_03108	CDS	132				hypothetical protein
KOOEHCHE_03109	CDS	303				hypothetical protein
KOOEHCHE_03110	CDS	1059	nemA	1.3.1.-	COG1902	N-ethylmaleimide reductase
KOOEHCHE_03111	CDS	1293	waaA	2.4.99.12	COG1519	3-deoxy-D-manno-octulosonic acid transferase
KOOEHCHE_03112	CDS	708				hypothetical protein
KOOEHCHE_03113	CDS	981				hypothetical protein
KOOEHCHE_03114	CDS	576				hypothetical protein
KOOEHCHE_03115	CDS	1950	acsA_3	6.2.1.1	COG0365	Acetyl-coenzyme A synthetase
KOOEHCHE_03116	CDS	543	sttH	3.5.2.19		Streptothricin hydrolase
KOOEHCHE_03117	CDS	414	lrpC		COG1522	HTH-type transcriptional regulator LrpC
KOOEHCHE_03118	CDS	1113	sfnG	1.14.14.35		FMNH(2)-dependent dimethylsulfone monooxygenase
KOOEHCHE_03119	CDS	594				hypothetical protein
KOOEHCHE_03120	CDS	111	tufB_2		COG0050	Elongation factor Tu 2
KOOEHCHE_03121	tRNA	76				tRNA-Trp(cca)
KOOEHCHE_03122	CDS	441	secE			Protein translocase subunit SecE
KOOEHCHE_03123	CDS	534	nusG		COG0250	Transcription termination/antitermination protein NusG
KOOEHCHE_03124	CDS	429	rplK		COG0080	50S ribosomal protein L11
KOOEHCHE_03125	CDS	696	rplA		COG0081	50S ribosomal protein L1
KOOEHCHE_03126	CDS	507	rplJ		COG0244	50S ribosomal protein L10
KOOEHCHE_03127	CDS	372	rplL			50S ribosomal protein L7/L12
KOOEHCHE_03128	CDS	4089	rpoB	2.7.7.6	COG0085	DNA-directed RNA polymerase subunit beta
KOOEHCHE_03129	CDS	4194	rpoC	2.7.7.6	COG0086	DNA-directed RNA polymerase subunit beta'
KOOEHCHE_03130	CDS	366				hypothetical protein
KOOEHCHE_03131	CDS	357				hypothetical protein
KOOEHCHE_03132	CDS	498				hypothetical protein
KOOEHCHE_03133	CDS	873	ephD	1.-.-.-	COG1028	putative oxidoreductase EphD
KOOEHCHE_03134	CDS	1425				hypothetical protein
KOOEHCHE_03135	CDS	393	sdhC		COG2009	Succinate dehydrogenase cytochrome b556 subunit
KOOEHCHE_03136	CDS	366	sdhD		COG2142	Succinate dehydrogenase hydrophobic membrane anchor subunit
KOOEHCHE_03137	CDS	1836	sdhA	1.3.5.1		Succinate dehydrogenase flavoprotein subunit
KOOEHCHE_03138	CDS	711	sdhB	1.3.5.1	COG0479	Succinate dehydrogenase iron-sulfur subunit
KOOEHCHE_03139	CDS	2841	sucA	1.2.4.2	COG0567	2-oxoglutarate dehydrogenase E1 component
KOOEHCHE_03140	CDS	1197	sucB	2.3.1.61	COG0508	Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex
KOOEHCHE_03141	CDS	1434	lpdG	1.8.1.4	COG1249	Dihydrolipoyl dehydrogenase
KOOEHCHE_03142	CDS	1167	sucC	6.2.1.5	COG0045	Succinate--CoA ligase [ADP-forming] subunit beta
KOOEHCHE_03143	CDS	891	sucD	6.2.1.5	COG0074	Succinate--CoA ligase [ADP-forming] subunit alpha
KOOEHCHE_03144	CDS	1014	trpS2	6.1.1.2	COG0180	Tryptophan--tRNA ligase 2
KOOEHCHE_03145	CDS	924	yedI		COG2354	Inner membrane protein YedI
KOOEHCHE_03146	CDS	900				hypothetical protein
KOOEHCHE_03147	CDS	1083	nhaP		COG0025	Na(+)/H(+) antiporter NhaP
KOOEHCHE_03148	CDS	963				hypothetical protein
KOOEHCHE_03149	CDS	831				hypothetical protein
KOOEHCHE_03150	CDS	1551		1.14.13.-	COG2072	Baeyer-Villiger monooxygenase
KOOEHCHE_03151	CDS	228				hypothetical protein
KOOEHCHE_03152	CDS	1320	adeP		COG2252	Adenine permease AdeP
KOOEHCHE_03153	CDS	999		3.5.4.2	COG1816	Adenine deaminase
KOOEHCHE_03154	CDS	558	yceJ_2		COG3038	Cytochrome b561 
KOOEHCHE_03155	CDS	390				hypothetical protein
KOOEHCHE_03156	CDS	567	rnhB	3.1.26.4	COG0164	Ribonuclease HII
KOOEHCHE_03157	CDS	255	csrA			Translational regulator CsrA
KOOEHCHE_03158	CDS	1281		2.7.2.4	COG0527	Aspartate kinase
KOOEHCHE_03159	CDS	216				hypothetical protein
KOOEHCHE_03160	CDS	483				hypothetical protein
KOOEHCHE_03161	CDS	225				hypothetical protein
KOOEHCHE_03162	CDS	381				hypothetical protein
KOOEHCHE_03163	CDS	246				hypothetical protein
KOOEHCHE_03164	CDS	1077				hypothetical protein
KOOEHCHE_03165	CDS	1122				hypothetical protein
KOOEHCHE_03166	CDS	324				hypothetical protein
KOOEHCHE_03167	CDS	444				hypothetical protein
KOOEHCHE_03168	CDS	1431				hypothetical protein
KOOEHCHE_03169	CDS	618	thrH	3.1.3.3	COG0560	Phosphoserine phosphatase ThrH
KOOEHCHE_03170	CDS	735	cysH	1.8.4.8	COG0175	Phosphoadenosine phosphosulfate reductase
KOOEHCHE_03171	CDS	1386	wax-dgaT	2.3.1.20		O-acyltransferase WSD
KOOEHCHE_03172	CDS	174				hypothetical protein
KOOEHCHE_03173	CDS	1455	rng	3.1.26.-	COG1530	Ribonuclease G
KOOEHCHE_03174	CDS	561	yhdE	3.6.1.9	COG0424	dTTP/UTP pyrophosphatase
KOOEHCHE_03175	CDS	492				hypothetical protein
KOOEHCHE_03176	CDS	858	mreC		COG1792	Cell shape-determining protein MreC
KOOEHCHE_03177	CDS	1041	mreB		COG1077	Cell shape-determining protein MreB
KOOEHCHE_03178	CDS	315	gatC	6.3.5.-	COG0721	Glutamyl-tRNA(Gln) amidotransferase subunit C
KOOEHCHE_03179	CDS	1479	gatA_2	6.3.5.7	COG0154	Glutamyl-tRNA(Gln) amidotransferase subunit A
KOOEHCHE_03180	CDS	1470	gatB	6.3.5.-	COG0064	Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit B
KOOEHCHE_03181	CDS	579	yhbO	3.1.2.-	COG0693	Protein/nucleic acid deglycase 2
KOOEHCHE_03182	CDS	519				hypothetical protein
KOOEHCHE_03183	CDS	1068				hypothetical protein
KOOEHCHE_03184	CDS	420				hypothetical protein
KOOEHCHE_03185	CDS	1302	brnQ		COG1114	Branched-chain amino acid transport system 2 carrier protein
KOOEHCHE_03186	CDS	795	map_2	3.4.11.18	COG0024	Methionine aminopeptidase
KOOEHCHE_03187	CDS	903	dmlR_12			HTH-type transcriptional regulator DmlR
KOOEHCHE_03188	CDS	324				hypothetical protein
KOOEHCHE_03189	CDS	342	grxD		COG0278	Glutaredoxin 4
KOOEHCHE_03190	CDS	1209	argD	2.6.1.11	COG4992	Acetylornithine aminotransferase
KOOEHCHE_03191	CDS	432	IMPDH	1.1.1.205		Inosine-5'-monophosphate dehydrogenase
KOOEHCHE_03192	CDS	426				hypothetical protein
KOOEHCHE_03193	CDS	234				hypothetical protein
KOOEHCHE_03194	CDS	360				hypothetical protein
KOOEHCHE_03195	CDS	327				hypothetical protein
KOOEHCHE_03196	CDS	1107	ftsY		COG0552	Signal recognition particle receptor FtsY
KOOEHCHE_03197	CDS	597				hypothetical protein
KOOEHCHE_03198	CDS	672				hypothetical protein
KOOEHCHE_03199	CDS	525				hypothetical protein
KOOEHCHE_03200	CDS	297				hypothetical protein
KOOEHCHE_03201	CDS	102				hypothetical protein
KOOEHCHE_03202	CDS	1146	cydB_2	7.1.1.7	COG1294	Cytochrome bd-I ubiquinol oxidase subunit 2
KOOEHCHE_03203	CDS	1587	cydA	1.10.3.-	COG1271	Cytochrome bd ubiquinol oxidase subunit 1
KOOEHCHE_03204	CDS	522				hypothetical protein
KOOEHCHE_03205	CDS	561				hypothetical protein
KOOEHCHE_03206	CDS	903	benM_3			HTH-type transcriptional regulator BenM
KOOEHCHE_03207	CDS	1035	acr3		COG0798	Arsenical-resistance protein Acr3
KOOEHCHE_03208	CDS	330	arsR2		COG0640	Arsenic resistance transcriptional regulator ArsR2
KOOEHCHE_03209	CDS	429	arsC	1.20.4.1		Arsenate reductase
KOOEHCHE_03210	CDS	162				hypothetical protein
KOOEHCHE_03211	CDS	1875	nfdA	3.5.1.91		N-substituted formamide deformylase
KOOEHCHE_03212	CDS	687	ycaC_3	4.-.-.-	COG1335	putative hydrolase YcaC
KOOEHCHE_03213	CDS	891	dmlR_13			HTH-type transcriptional regulator DmlR
KOOEHCHE_03214	CDS	738				hypothetical protein
KOOEHCHE_03215	CDS	1470	pucI		COG1953	putative allantoin permease
KOOEHCHE_03216	CDS	735	hyuE	5.1.99.5		Hydantoin racemase
KOOEHCHE_03217	CDS	882	tauD	1.14.11.17	COG2175	Alpha-ketoglutarate-dependent taurine dioxygenase
KOOEHCHE_03218	CDS	870	ssuC_2		COG0600	Putative aliphatic sulfonates transport permease protein SsuC
KOOEHCHE_03219	CDS	234	tauB_2	7.6.2.7	COG4525	Taurine import ATP-binding protein TauB
KOOEHCHE_03220	CDS	576	tauB_3	7.6.2.7	COG4525	Taurine import ATP-binding protein TauB
KOOEHCHE_03221	CDS	1041	tauA		COG4521	Taurine-binding periplasmic protein
KOOEHCHE_03222	CDS	819	mlaF	3.6.3.-	COG1127	Intermembrane phospholipid transport system ATP-binding protein MlaF
KOOEHCHE_03223	CDS	186				hypothetical protein
KOOEHCHE_03224	CDS	1848	deaD	3.6.4.13		ATP-dependent RNA helicase DeaD
KOOEHCHE_03225	CDS	882	suhB	3.1.3.25	COG0483	Inositol-1-monophosphatase
KOOEHCHE_03226	CDS	1905	dxs	2.2.1.7	COG1154	1-deoxy-D-xylulose-5-phosphate synthase
KOOEHCHE_03227	CDS	603	ribA	3.5.4.25	COG0807	GTP cyclohydrolase-2
KOOEHCHE_03228	CDS	951	hemF	1.3.3.3	COG0408	Oxygen-dependent coproporphyrinogen-III oxidase
KOOEHCHE_03229	CDS	789	aroE_1	1.1.1.25	COG0169	Shikimate dehydrogenase (NADP(+))
KOOEHCHE_03230	CDS	2304				hypothetical protein
KOOEHCHE_03231	CDS	1824	dmdC_4	1.3.8.-	COG1960	3-methylmercaptopropionyl-CoA dehydrogenase
KOOEHCHE_03232	CDS	657				hypothetical protein
KOOEHCHE_03233	CDS	591				hypothetical protein
KOOEHCHE_03234	CDS	909	oxyR			Hydrogen peroxide-inducible genes activator
KOOEHCHE_03235	CDS	945	rdmC	3.1.1.95		Aclacinomycin methylesterase RdmC
KOOEHCHE_03236	CDS	1182	rubB	1.18.1.1	COG1251	Rubredoxin-NAD(+) reductase
KOOEHCHE_03237	CDS	165	rubA		COG1773	Rubredoxin
KOOEHCHE_03238	CDS	438				hypothetical protein
KOOEHCHE_03239	CDS	489				hypothetical protein
KOOEHCHE_03240	CDS	1530	lysS	6.1.1.6	COG1190	Lysine--tRNA ligase
KOOEHCHE_03241	CDS	1443				hypothetical protein
KOOEHCHE_03242	CDS	99				hypothetical protein
KOOEHCHE_03243	CDS	909	cysD	2.7.7.4	COG0175	Sulfate adenylyltransferase subunit 2
KOOEHCHE_03244	CDS	1614	cysN	2.7.7.4		Sulfate adenylyltransferase subunit 1
KOOEHCHE_03245	CDS	549				hypothetical protein
KOOEHCHE_03246	CDS	513				hypothetical protein
KOOEHCHE_03247	CDS	1338	citN		COG2851	Citrate transporter
KOOEHCHE_03248	CDS	813	pabC	4.1.3.38	COG0115	Aminodeoxychorismate lyase
KOOEHCHE_03249	CDS	1071	mltG	4.2.2.-		Endolytic murein transglycosylase
KOOEHCHE_03250	CDS	600	tmk	2.7.4.9	COG0125	Thymidylate kinase
KOOEHCHE_03251	CDS	417				hypothetical protein
KOOEHCHE_03252	CDS	1650	nadB	1.4.3.16	COG0029	L-aspartate oxidase
KOOEHCHE_03253	CDS	1377	degQ	3.4.21.107	COG0265	Periplasmic pH-dependent serine endoprotease DegQ
KOOEHCHE_03254	CDS	453				hypothetical protein
KOOEHCHE_03255	CDS	1818	lepA	3.6.5.-	COG0481	Elongation factor 4
KOOEHCHE_03256	CDS	828	lepB	3.4.21.89	COG0681	Signal peptidase I
KOOEHCHE_03257	CDS	375				hypothetical protein
KOOEHCHE_03258	CDS	693	rnc	3.1.26.3	COG0571	Ribonuclease 3
KOOEHCHE_03259	CDS	1029	era		COG1159	GTPase Era
KOOEHCHE_03260	CDS	201				hypothetical protein
KOOEHCHE_03261	CDS	714	recO		COG1381	DNA repair protein RecO
KOOEHCHE_03262	CDS	726	pdxJ	2.6.99.2	COG0854	Pyridoxine 5'-phosphate synthase
KOOEHCHE_03263	CDS	645				hypothetical protein
KOOEHCHE_03264	CDS	261				hypothetical protein
KOOEHCHE_03265	CDS	915				hypothetical protein
KOOEHCHE_03266	CDS	2154	fadB			Fatty acid oxidation complex subunit alpha
KOOEHCHE_03267	CDS	1173	fadA_2	2.3.1.16		3-ketoacyl-CoA thiolase
KOOEHCHE_03268	CDS	492				hypothetical protein
KOOEHCHE_03269	CDS	561	ydeN	3.-.-.-	COG3545	Putative hydrolase YdeN
KOOEHCHE_03270	CDS	366	hmrR_3			HTH-type transcriptional regulator HmrR
KOOEHCHE_03271	CDS	759				hypothetical protein
KOOEHCHE_03272	CDS	705				hypothetical protein
KOOEHCHE_03273	CDS	1140				hypothetical protein
KOOEHCHE_03274	CDS	903				hypothetical protein
KOOEHCHE_03275	CDS	1920	htpG		COG0326	Chaperone protein HtpG
KOOEHCHE_03276	CDS	357				hypothetical protein
KOOEHCHE_03277	CDS	591	ompW		COG3047	Outer membrane protein W
KOOEHCHE_03278	CDS	1989	tktA	2.2.1.1	COG0021	Transketolase 1
KOOEHCHE_03279	CDS	408				hypothetical protein
KOOEHCHE_03280	CDS	591	yceI		COG2353	Protein YceI
KOOEHCHE_03281	CDS	591				hypothetical protein
KOOEHCHE_03282	CDS	747				hypothetical protein
KOOEHCHE_03283	CDS	231				hypothetical protein
KOOEHCHE_03284	CDS	1086	trmA	2.1.1.-	COG2265	tRNA/tmRNA (uracil-C(5))-methyltransferase
KOOEHCHE_03285	CDS	474				hypothetical protein
KOOEHCHE_03286	CDS	3753	putA		COG0506	Bifunctional protein PutA
KOOEHCHE_03287	CDS	489	lrp_6		COG1522	Leucine-responsive regulatory protein
KOOEHCHE_03288	CDS	1491	putP		COG0591	Sodium/proline symporter
KOOEHCHE_03289	CDS	699	cobB	2.3.1.286	COG0846	NAD-dependent protein deacylase
KOOEHCHE_03290	CDS	549				hypothetical protein
KOOEHCHE_03291	CDS	636	coq7	1.14.99.60	COG2941	3-demethoxyubiquinol 3-hydroxylase
KOOEHCHE_03292	CDS	531				hypothetical protein
KOOEHCHE_03293	CDS	153				hypothetical protein
KOOEHCHE_03294	CDS	2721	bamA_2			Outer membrane protein assembly factor BamA
KOOEHCHE_03295	CDS	4506				hypothetical protein
KOOEHCHE_03296	CDS	360				hypothetical protein
KOOEHCHE_03297	CDS	2640	acnB	4.2.1.3	COG1049	Aconitate hydratase B
KOOEHCHE_03298	CDS	285				hypothetical protein
KOOEHCHE_03299	CDS	951				hypothetical protein
KOOEHCHE_03300	CDS	2724				hypothetical protein
KOOEHCHE_03301	CDS	1146				hypothetical protein
KOOEHCHE_03302	CDS	3081				hypothetical protein
KOOEHCHE_03303	CDS	696				hypothetical protein
KOOEHCHE_03304	CDS	1008				hypothetical protein
KOOEHCHE_03305	CDS	192				hypothetical protein
KOOEHCHE_03306	CDS	777				hypothetical protein
KOOEHCHE_03307	CDS	342	ftsH	3.4.24.-	COG0465	ATP-dependent zinc metalloprotease FtsH
KOOEHCHE_03308	CDS	852	folP_1	2.5.1.15	COG0294	Dihydropteroate synthase
KOOEHCHE_03309	CDS	315				hypothetical protein
KOOEHCHE_03310	CDS	366				hypothetical protein
KOOEHCHE_03311	tRNA	86				tRNA-Leu(taa)
KOOEHCHE_03312	CDS	1764				hypothetical protein
KOOEHCHE_03313	tRNA	86				tRNA-Leu(taa)
KOOEHCHE_03314	tRNA	74				tRNA-Cys(gca)
KOOEHCHE_03315	CDS	849	folD			Bifunctional protein FolD protein
KOOEHCHE_03316	CDS	669				hypothetical protein
KOOEHCHE_03317	CDS	423				hypothetical protein
KOOEHCHE_03318	CDS	1320	kgtP_2			Alpha-ketoglutarate permease
KOOEHCHE_03319	CDS	1509	glpK	2.7.1.30	COG0554	Glycerol kinase
KOOEHCHE_03320	CDS	1518	glpD	1.1.5.3	COG0578	Aerobic glycerol-3-phosphate dehydrogenase
KOOEHCHE_03321	CDS	1833	pckG	4.1.1.32	COG1274	Phosphoenolpyruvate carboxykinase [GTP]
KOOEHCHE_03322	CDS	126				hypothetical protein
KOOEHCHE_03323	CDS	318			COG0327	GTP cyclohydrolase 1 type 2 
KOOEHCHE_03324	CDS	801	paaF_5	4.2.1.17	COG1024	2,3-dehydroadipyl-CoA hydratase
KOOEHCHE_03325	CDS	633				Bifunctional NMN adenylyltransferase/Nudix hydrolase
KOOEHCHE_03326	CDS	570				hypothetical protein
KOOEHCHE_03327	CDS	462	bcp	1.11.1.15	COG1225	Peroxiredoxin Bcp
KOOEHCHE_03328	CDS	687				hypothetical protein
KOOEHCHE_03329	CDS	417				hypothetical protein
KOOEHCHE_03330	CDS	672	queC	6.3.4.20	COG0603	7-cyano-7-deazaguanine synthase
KOOEHCHE_03331	CDS	711	queE	4.3.99.3		7-carboxy-7-deazaguanine synthase
KOOEHCHE_03332	CDS	822	dapD	2.3.1.117	COG2171	2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase
KOOEHCHE_03333	CDS	750				hypothetical protein
KOOEHCHE_03334	CDS	924	ssuR			HTH-type transcriptional regulator SsuR
KOOEHCHE_03335	CDS	1062	cysA_2	7.3.2.3	COG1118	Sulfate/thiosulfate import ATP-binding protein CysA
KOOEHCHE_03336	CDS	885	cysW		COG4208	Sulfate transport system permease protein CysW
KOOEHCHE_03337	CDS	834	cysT		COG0555	Sulfate transport system permease protein CysT
KOOEHCHE_03338	CDS	609				hypothetical protein
KOOEHCHE_03339	CDS	1008	sbp_3		COG1613	Sulfate-binding protein
KOOEHCHE_03340	CDS	4803				hypothetical protein
KOOEHCHE_03341	CDS	480				hypothetical protein
KOOEHCHE_03342	CDS	90				hypothetical protein
KOOEHCHE_03343	CDS	333				hypothetical protein
KOOEHCHE_03344	CDS	390				hypothetical protein
KOOEHCHE_03345	CDS	957	bauA_2	2.6.1.18	COG0161	Beta-alanine--pyruvate aminotransferase
KOOEHCHE_03346	CDS	1089	emrA_2			Colistin resistance protein EmrA
KOOEHCHE_03347	CDS	1578	emrY			putative multidrug resistance protein EmrY
KOOEHCHE_03348	CDS	621				hypothetical protein
KOOEHCHE_03349	CDS	810				hypothetical protein
KOOEHCHE_03350	CDS	1302	puuB_2	1.4.3.-		Gamma-glutamylputrescine oxidoreductase
KOOEHCHE_03351	CDS	1041		4.2.1.77		Trans-3-hydroxy-L-proline dehydratase
KOOEHCHE_03352	CDS	1479	puuC_1	1.2.1.5	COG1012	NADP/NAD-dependent aldehyde dehydrogenase PuuC
KOOEHCHE_03353	CDS	1260				hypothetical protein
KOOEHCHE_03354	CDS	690				hypothetical protein
KOOEHCHE_03355	CDS	1374	puuB_3	1.4.3.-		Gamma-glutamylputrescine oxidoreductase
KOOEHCHE_03356	CDS	1374	puuB_4	1.4.3.-		Gamma-glutamylputrescine oxidoreductase
KOOEHCHE_03357	CDS	690				hypothetical protein
KOOEHCHE_03358	CDS	1260				hypothetical protein
KOOEHCHE_03359	CDS	1479	puuC_2	1.2.1.5	COG1012	NADP/NAD-dependent aldehyde dehydrogenase PuuC
KOOEHCHE_03360	CDS	1041		4.2.1.77		Trans-3-hydroxy-L-proline dehydratase
KOOEHCHE_03361	CDS	264				hypothetical protein
KOOEHCHE_03362	CDS	768	ompA_1			Outer membrane protein A
KOOEHCHE_03363	CDS	996				hypothetical protein
KOOEHCHE_03364	CDS	3825				hypothetical protein
KOOEHCHE_03365	CDS	1413				hypothetical protein
KOOEHCHE_03366	CDS	999				hypothetical protein
KOOEHCHE_03367	CDS	1812				hypothetical protein
KOOEHCHE_03368	CDS	477				hypothetical protein
KOOEHCHE_03369	CDS	504	hcp1		COG3157	Protein hcp1
KOOEHCHE_03370	CDS	1482				hypothetical protein
KOOEHCHE_03371	CDS	378				hypothetical protein
KOOEHCHE_03372	CDS	534				hypothetical protein
KOOEHCHE_03373	CDS	768	gno	1.1.1.-		Gluconate 5-dehydrogenase
KOOEHCHE_03374	CDS	1884	norR_2			Anaerobic nitric oxide reductase transcription regulator NorR
KOOEHCHE_03375	CDS	1635	dmdB	6.2.1.44	COG0318	3-methylmercaptopropionyl-CoA ligase
KOOEHCHE_03376	CDS	312	yjcH_2		COG3162	Inner membrane protein YjcH
KOOEHCHE_03377	CDS	1653	actP_3		COG4147	Cation/acetate symporter ActP
KOOEHCHE_03378	CDS	987		1.3.1.103		2-haloacrylate reductase
KOOEHCHE_03379	CDS	1446	calB_2	1.2.1.68		Coniferyl aldehyde dehydrogenase
KOOEHCHE_03380	CDS	894				hypothetical protein
KOOEHCHE_03381	CDS	831	cpo	1.11.1.10		Non-heme chloroperoxidase
KOOEHCHE_03382	CDS	1521	katA	1.11.1.6	COG0753	Catalase
KOOEHCHE_03383	CDS	705	scoA_1	2.8.3.5	COG1788	putative succinyl-CoA:3-ketoacid coenzyme A transferase subunit A
