"qname","qid","qstart","qend","genome","strand","length","start","end","gene_label","is_center"
"ERR1417331",15,18930,17386,"ERR1417331","reverse",1544,17386,18930,"gene_15",FALSE
"ERR1417331",16,17308,16439,"ERR1417331","reverse",869,16439,17308,"gene_16",FALSE
"ERR1417331",17,16408,15014,"ERR1417331","reverse",1394,15014,16408,"gene_17",FALSE
"ERR1417331",18,14996,14577,"ERR1417331","reverse",419,14577,14996,"gene_18",FALSE
"ERR1417331",19,13916,14515,"ERR1417331","forward",599,13916,14515,"gene_19",FALSE
"ERR1417331",20,13225,13770,"ERR1417331","forward",545,13225,13770,"gene_20",FALSE
"ERR1417331",21,12338,13102,"ERR1417331","forward",764,12338,13102,"gene_21",FALSE
"ERR1417331",22,11102,12316,"ERR1417331","forward",1214,11102,12316,"gene_22",FALSE
"ERR1417331",23,10956,10315,"ERR1417331","reverse",641,10315,10956,"gene_23",FALSE
"ERR1417331",24,10197,9289,"ERR1417331","reverse",908,9289,10197,"gene_24",FALSE
"ERR1417331",25,8328,8897,"ERR1417331","forward",569,8328,8897,"gene_25",FALSE
"ERR1417331",1,46706,47464,"ERR1417331","forward",758,46706,47464,"gene_1",TRUE
"ERR1417331",2,47957,48385,"ERR1417331","forward",428,47957,48385,"gene_2",FALSE
"ERR1417331",3,48837,48400,"ERR1417331","reverse",437,48400,48837,"gene_3",FALSE
"ERR1417331",4,49023,49433,"ERR1417331","forward",410,49023,49433,"gene_4",FALSE
"ERR1417331",5,50721,49486,"ERR1417331","reverse",1235,49486,50721,"gene_5",FALSE
"ERR1417331",6,50928,51107,"ERR1417331","forward",179,50928,51107,"gene_6",FALSE
"ERR1417331",7,52578,51142,"ERR1417331","reverse",1436,51142,52578,"gene_7",FALSE
"ERR1417331",8,53539,52748,"ERR1417331","reverse",791,52748,53539,"gene_8",FALSE
"ERR1417331",9,53719,55740,"ERR1417331","forward",2021,53719,55740,"gene_9",FALSE
"ERR1417331",10,55834,56421,"ERR1417331","forward",587,55834,56421,"gene_10",FALSE
"ERR1417331",11,56533,57477,"ERR1417331","forward",944,56533,57477,"gene_11",FALSE
"ERR1417331",12,57694,59151,"ERR1417331","forward",1457,57694,59151,"gene_12",FALSE
"ERR1417331",13,59301,60035,"ERR1417331","forward",734,59301,60035,"gene_13",FALSE
"ERR1417331",14,60047,60721,"ERR1417331","forward",674,60047,60721,"gene_14",FALSE
"ERR1417331",15,60886,62106,"ERR1417331","forward",1220,60886,62106,"gene_15",FALSE
"ERR1417331",16,62122,63255,"ERR1417331","forward",1133,62122,63255,"gene_16",FALSE
"ERR1417331",17,63938,63282,"ERR1417331","reverse",656,63282,63938,"gene_17",FALSE
"ERR1417331",18,65113,63905,"ERR1417331","reverse",1208,63905,65113,"gene_18",FALSE
"ERR1417331",19,65197,66222,"ERR1417331","forward",1025,65197,66222,"gene_19",FALSE
"ERR1417331",20,67312,66266,"ERR1417331","reverse",1046,66266,67312,"gene_20",FALSE
"ERR1417331",21,68124,67423,"ERR1417331","reverse",701,67423,68124,"gene_21",FALSE
"ERR1417331",1,15406,16443,"ERR1417331","forward",1037,15406,16443,"gene_1",TRUE
"ERR1417331",2,16761,17624,"ERR1417331","forward",863,16761,17624,"gene_2",FALSE
"ERR1417331",3,17711,18280,"ERR1417331","forward",569,17711,18280,"gene_3",FALSE
"ERR1417331",4,18456,19589,"ERR1417331","forward",1133,18456,19589,"gene_4",FALSE
"ERR1417331",5,19688,20017,"ERR1417331","forward",329,19688,20017,"gene_5",FALSE
"ERR1417331",6,20069,21970,"ERR1417331","forward",1901,20069,21970,"gene_6",FALSE
"ERR1417331",7,21982,22944,"ERR1417331","forward",962,21982,22944,"gene_7",FALSE
"ERR1417331",8,24261,23008,"ERR1417331","reverse",1253,23008,24261,"gene_8",FALSE
"ERR1417331",9,24374,25081,"ERR1417331","forward",707,24374,25081,"gene_9",FALSE
"ERR1417331",10,25143,26054,"ERR1417331","forward",911,25143,26054,"gene_10",FALSE
"ERR1417331",11,26913,26062,"ERR1417331","reverse",851,26062,26913,"gene_11",FALSE
"ERR1417331",12,26958,27572,"ERR1417331","forward",614,26958,27572,"gene_12",FALSE
"ERR1417331",13,27607,27909,"ERR1417331","forward",302,27607,27909,"gene_13",FALSE
"ERR1417331",14,27914,28393,"ERR1417331","forward",479,27914,28393,"gene_14",FALSE
"ERR1417331",15,28417,30288,"ERR1417331","forward",1871,28417,30288,"gene_15",FALSE
"ERR1417331",16,30654,30340,"ERR1417331","reverse",314,30340,30654,"gene_16",FALSE
"ERR1417331",17,30746,31234,"ERR1417331","forward",488,30746,31234,"gene_17",FALSE
"ERR1417331",18,31270,31764,"ERR1417331","forward",494,31270,31764,"gene_18",FALSE
"ERR1417331",19,32226,31804,"ERR1417331","reverse",422,31804,32226,"gene_19",FALSE
"ERR1417331",20,32665,32228,"ERR1417331","reverse",437,32228,32665,"gene_20",FALSE
"ERR1417331",21,33562,32666,"ERR1417331","reverse",896,32666,33562,"gene_21",FALSE
"ERR1417331",22,33755,34090,"ERR1417331","forward",335,33755,34090,"gene_22",FALSE
"ERR1417331",23,35855,34377,"ERR1417331","reverse",1478,34377,35855,"gene_23",FALSE
"ERR1417331",1,20895,19945,"ERR1417331","reverse",950,19945,20895,"gene_1",TRUE
"ERR1417331",2,19845,19549,"ERR1417331","reverse",296,19549,19845,"gene_2",FALSE
"ERR1417331",3,19528,18947,"ERR1417331","reverse",581,18947,19528,"gene_3",FALSE
"ERR1417331",4,18815,18435,"ERR1417331","reverse",380,18435,18815,"gene_4",FALSE
"ERR1417331",5,17820,18380,"ERR1417331","forward",560,17820,18380,"gene_5",FALSE
"ERR1417331",6,16039,17820,"ERR1417331","forward",1781,16039,17820,"gene_6",FALSE
"ERR1417331",7,15621,14962,"ERR1417331","reverse",659,14962,15621,"gene_7",FALSE
"ERR1417331",8,14222,14896,"ERR1417331","forward",674,14222,14896,"gene_8",FALSE
"ERR1417331",9,14124,13357,"ERR1417331","reverse",767,13357,14124,"gene_9",FALSE
"ERR1417331",10,12838,13311,"ERR1417331","forward",473,12838,13311,"gene_10",FALSE
"ERR1417331",11,12411,12647,"ERR1417331","forward",236,12411,12647,"gene_11",FALSE
"ERR1417331",12,11592,12326,"ERR1417331","forward",734,11592,12326,"gene_12",FALSE
"ERR1417331",13,10609,11595,"ERR1417331","forward",986,10609,11595,"gene_13",FALSE
"ERR1417331",14,10271,10456,"ERR1417331","forward",185,10271,10456,"gene_14",FALSE
"ERR1417331",15,9636,10196,"ERR1417331","forward",560,9636,10196,"gene_15",FALSE
"ERR1417331",16,9539,8877,"ERR1417331","reverse",662,8877,9539,"gene_16",FALSE
"ERR1417331",17,8787,8170,"ERR1417331","reverse",617,8170,8787,"gene_17",FALSE
"ERR1417331",18,7917,7150,"ERR1417331","reverse",767,7150,7917,"gene_18",FALSE
"ERR1417331",19,7153,6557,"ERR1417331","reverse",596,6557,7153,"gene_19",FALSE
"ERR1417331",20,6515,5592,"ERR1417331","reverse",923,5592,6515,"gene_20",FALSE
"ERR1417331",21,4884,5540,"ERR1417331","forward",656,4884,5540,"gene_21",FALSE
"ERR1417331",22,4134,4883,"ERR1417331","forward",749,4134,4883,"gene_22",FALSE
"ERR1417331",23,2980,4137,"ERR1417331","forward",1157,2980,4137,"gene_23",FALSE
"ERR1417331",24,1698,2978,"ERR1417331","forward",1280,1698,2978,"gene_24",FALSE
"ERR1417331",25,873,1607,"ERR1417331","forward",734,873,1607,"gene_25",FALSE
"ERR1417331",1,83915,82827,"ERR1417331","reverse",1088,82827,83915,"gene_1",TRUE
"ERR1417331",2,82827,82006,"ERR1417331","reverse",821,82006,82827,"gene_2",FALSE
"ERR1417331",3,80970,81998,"ERR1417331","forward",1028,80970,81998,"gene_3",FALSE
"ERR1417331",5,80804,80034,"ERR1417331","reverse",770,80034,80804,"gene_5",FALSE
"ERR1417331",6,80015,78879,"ERR1417331","reverse",1136,78879,80015,"gene_6",FALSE
"ERR1417331",7,78658,77015,"ERR1417331","reverse",1643,77015,78658,"gene_7",FALSE
"ERR1417331",8,76392,76970,"ERR1417331","forward",578,76392,76970,"gene_8",FALSE
"ERR1417331",9,76222,75446,"ERR1417331","reverse",776,75446,76222,"gene_9",FALSE
"ERR1417331",10,75387,74089,"ERR1417331","reverse",1298,74089,75387,"gene_10",FALSE
"ERR1417331",11,74073,73693,"ERR1417331","reverse",380,73693,74073,"gene_11",FALSE
"ERR1417331",12,73736,73215,"ERR1417331","reverse",521,73215,73736,"gene_12",FALSE
"ERR1417331",13,73178,73044,"ERR1417331","reverse",134,73044,73178,"gene_13",FALSE
"ERR1417331",14,73041,71332,"ERR1417331","reverse",1709,71332,73041,"gene_14",FALSE
"ERR1417331",15,71317,69284,"ERR1417331","reverse",2033,69284,71317,"gene_15",FALSE
"ERR1417331",16,69270,68665,"ERR1417331","reverse",605,68665,69270,"gene_16",FALSE
"ERR1417331",17,68626,65972,"ERR1417331","reverse",2654,65972,68626,"gene_17",FALSE
"ERR1417331",18,65960,65244,"ERR1417331","reverse",716,65244,65960,"gene_18",FALSE
"ERR1417331",19,63744,65165,"ERR1417331","forward",1421,63744,65165,"gene_19",FALSE
"ERR1417331",1,12999,11926,"ERR1417331","reverse",1073,11926,12999,"gene_1",TRUE
"ERR1417331",2,13775,13032,"ERR1417331","reverse",743,13032,13775,"gene_2",FALSE
"ERR1417331",3,13921,15111,"ERR1417331","forward",1190,13921,15111,"gene_3",FALSE
"ERR1417331",4,15108,18218,"ERR1417331","forward",3110,15108,18218,"gene_4",FALSE
"ERR1417331",1,1232,1699,"ERR1417331","forward",467,1232,1699,"gene_1",TRUE
"ERR1417331",2,1974,4619,"ERR1417331","forward",2645,1974,4619,"gene_2",FALSE
"ERR1417331",3,4627,5214,"ERR1417331","forward",587,4627,5214,"gene_3",FALSE
"ERR1417331",4,5560,5883,"ERR1417331","forward",323,5560,5883,"gene_4",FALSE
"ERR1417331",5,6034,6735,"ERR1417331","forward",701,6034,6735,"gene_5",FALSE
"ERR1417331",6,6875,7543,"ERR1417331","forward",668,6875,7543,"gene_6",FALSE
"ERR1417331",7,8502,7660,"ERR1417331","reverse",842,7660,8502,"gene_7",FALSE
"ERR1417331",8,9269,8658,"ERR1417331","reverse",611,8658,9269,"gene_8",FALSE
"ERR1417331",9,9861,9262,"ERR1417331","reverse",599,9262,9861,"gene_9",FALSE
"ERR1417331",10,11143,9953,"ERR1417331","reverse",1190,9953,11143,"gene_10",FALSE
"ERR1417331",11,13281,11140,"ERR1417331","reverse",2141,11140,13281,"gene_11",FALSE
"ERR1417331",13,15765,15019,"ERR1417331","reverse",746,15019,15765,"gene_13",FALSE
"ERR1417331",14,16313,15765,"ERR1417331","reverse",548,15765,16313,"gene_14",FALSE
"ERR1417331",15,16845,16297,"ERR1417331","reverse",548,16297,16845,"gene_15",FALSE
"ERR1417331",16,17422,16883,"ERR1417331","reverse",539,16883,17422,"gene_16",FALSE
"ERR1417331",17,18403,17426,"ERR1417331","reverse",977,17426,18403,"gene_17",FALSE
"ERR1417331",18,18617,20038,"ERR1417331","forward",1421,18617,20038,"gene_18",FALSE
"ERR1417331",1,1215,148,"ERR1417331","reverse",1067,148,1215,"gene_1",TRUE
"ERR1417331",2,2067,1234,"ERR1417331","reverse",833,1234,2067,"gene_2",FALSE
"ERR1417331",3,2966,2109,"ERR1417331","reverse",857,2109,2966,"gene_3",FALSE
"ERR1417331",4,3084,3689,"ERR1417331","forward",605,3084,3689,"gene_4",FALSE
"ERR1417331",5,3757,4284,"ERR1417331","forward",527,3757,4284,"gene_5",FALSE
"ERR1417331",6,4578,4333,"ERR1417331","reverse",245,4333,4578,"gene_6",FALSE
"ERR1417331",7,5727,4741,"ERR1417331","reverse",986,4741,5727,"gene_7",FALSE
"ERR1417331",8,6601,5939,"ERR1417331","reverse",662,5939,6601,"gene_8",FALSE
"ERR1417331",9,8644,6659,"ERR1417331","reverse",1985,6659,8644,"gene_9",FALSE
"ERR1417331",10,8891,10342,"ERR1417331","forward",1451,8891,10342,"gene_10",FALSE
"ERR1417331",11,10380,11468,"ERR1417331","forward",1088,10380,11468,"gene_11",FALSE
"ERR1417331",12,11478,11954,"ERR1417331","forward",476,11478,11954,"gene_12",FALSE
"ERR1417331",13,12928,12044,"ERR1417331","reverse",884,12044,12928,"gene_13",FALSE
"ERR1417331",14,13159,13830,"ERR1417331","forward",671,13159,13830,"gene_14",FALSE
"ERR1417331",15,13988,14701,"ERR1417331","forward",713,13988,14701,"gene_15",FALSE
"ERR1417331",16,14774,15349,"ERR1417331","forward",575,14774,15349,"gene_16",FALSE
"ERR1417331",17,15995,15402,"ERR1417331","reverse",593,15402,15995,"gene_17",FALSE
"ERR1417331",18,16283,17530,"ERR1417331","forward",1247,16283,17530,"gene_18",FALSE
"ERR1417331",19,18465,17551,"ERR1417331","reverse",914,17551,18465,"gene_19",FALSE
"ERR1417331",20,18571,19365,"ERR1417331","forward",794,18571,19365,"gene_20",FALSE
"ERR1417331",21,20082,19441,"ERR1417331","reverse",641,19441,20082,"gene_21",FALSE
"ERR1417331",22,20619,20122,"ERR1417331","reverse",497,20122,20619,"gene_22",FALSE
"ERR1417331",1,17111,18304,"ERR1417331","forward",1193,17111,18304,"gene_1",TRUE
"ERR1417331",2,16268,17053,"ERR1417331","forward",785,16268,17053,"gene_2",FALSE
"ERR1417331",3,15233,16249,"ERR1417331","forward",1016,15233,16249,"gene_3",FALSE
"ERR1417331",4,14661,15161,"ERR1417331","forward",500,14661,15161,"gene_4",FALSE
"ERR1417331",5,13282,14664,"ERR1417331","forward",1382,13282,14664,"gene_5",FALSE
"ERR1417331",6,13002,12043,"ERR1417331","reverse",959,12043,13002,"gene_6",FALSE
"ERR1417331",1,29896,28676,"ERR1417331","reverse",1220,28676,29896,"gene_1",TRUE
"ERR1417331",2,28642,27857,"ERR1417331","reverse",785,27857,28642,"gene_2",FALSE
"ERR1417331",3,27533,26547,"ERR1417331","reverse",986,26547,27533,"gene_3",FALSE
"ERR1417331",4,25134,26477,"ERR1417331","forward",1343,25134,26477,"gene_4",FALSE
"ERR1417331",5,24803,23553,"ERR1417331","reverse",1250,23553,24803,"gene_5",FALSE
"ERR1417331",7,22701,21463,"ERR1417331","reverse",1238,21463,22701,"gene_7",FALSE
"ERR1417331",8,21434,20904,"ERR1417331","reverse",530,20904,21434,"gene_8",FALSE
"ERR1417331",9,20852,19905,"ERR1417331","reverse",947,19905,20852,"gene_9",FALSE
"ERR1417331",10,18788,19846,"ERR1417331","forward",1058,18788,19846,"gene_10",FALSE
"ERR1417331",11,17294,18322,"ERR1417331","forward",1028,17294,18322,"gene_11",FALSE
"ERR1417331",12,16791,17282,"ERR1417331","forward",491,16791,17282,"gene_12",FALSE
"ERR1417331",13,15373,16788,"ERR1417331","forward",1415,15373,16788,"gene_13",FALSE
"ERR1417331",14,15150,14800,"ERR1417331","reverse",350,14800,15150,"gene_14",FALSE
"ERR1417331",15,14609,13824,"ERR1417331","reverse",785,13824,14609,"gene_15",FALSE
"ERR1417331",16,13827,13135,"ERR1417331","reverse",692,13135,13827,"gene_16",FALSE
"ERR1417331",17,13130,12510,"ERR1417331","reverse",620,12510,13130,"gene_17",FALSE
"ERR1417331",1,26682,26341,"ERR1417331","reverse",341,26341,26682,"gene_1",TRUE
"ERR1417331",2,26233,26120,"ERR1417331","reverse",113,26120,26233,"gene_2",FALSE
"ERR1417331",3,26047,25730,"ERR1417331","reverse",317,25730,26047,"gene_3",FALSE
"ERR1417331",1,43149,42706,"ERR1417331","reverse",443,42706,43149,"gene_1",TRUE
"ERR1417331",2,42141,39385,"ERR1417331","reverse",2756,39385,42141,"gene_2",FALSE
"ERR1417331",3,39369,38650,"ERR1417331","reverse",719,38650,39369,"gene_3",FALSE
"ERR1417331",4,37404,38576,"ERR1417331","forward",1172,37404,38576,"gene_4",FALSE
"ERR1417331",5,37217,36744,"ERR1417331","reverse",473,36744,37217,"gene_5",FALSE
"ERR1417331",6,36057,36707,"ERR1417331","forward",650,36057,36707,"gene_6",FALSE
"ERR1417331",7,34995,35984,"ERR1417331","forward",989,34995,35984,"gene_7",FALSE
"ERR1417331",8,33971,34864,"ERR1417331","forward",893,33971,34864,"gene_8",FALSE
"ERR1417331",9,33958,33446,"ERR1417331","reverse",512,33446,33958,"gene_9",FALSE
"ERR1417331",10,31811,33379,"ERR1417331","forward",1568,31811,33379,"gene_10",FALSE
"ERR1417331",11,31575,30184,"ERR1417331","reverse",1391,30184,31575,"gene_11",FALSE
"ERR1417331",12,30109,29255,"ERR1417331","reverse",854,29255,30109,"gene_12",FALSE
"ERR1417331",13,29183,27924,"ERR1417331","reverse",1259,27924,29183,"gene_13",FALSE
"ERR1417331",14,27298,27876,"ERR1417331","forward",578,27298,27876,"gene_14",FALSE
"ERR1417331",15,27172,25694,"ERR1417331","reverse",1478,25694,27172,"gene_15",FALSE
"ERR1417331",16,25520,23442,"ERR1417331","reverse",2078,23442,25520,"gene_16",FALSE
"ERR1417331",17,25520,23442,"ERR1417331","reverse",2078,23442,25520,"gene_17",FALSE
"ERR1417331",1,902,345,"ERR1417331","reverse",557,345,902,"gene_1",TRUE
"ERR1417331",2,2116,1046,"ERR1417331","reverse",1070,1046,2116,"gene_2",FALSE
"ERR1417331",3,2327,2653,"ERR1417331","forward",326,2327,2653,"gene_3",FALSE
"ERR1417331",4,3057,2827,"ERR1417331","reverse",230,2827,3057,"gene_4",FALSE
"ERR1417331",1,16507,17184,"ERR1417331","forward",677,16507,17184,"gene_1",TRUE
"ERR1417331",2,18569,17280,"ERR1417331","reverse",1289,17280,18569,"gene_2",FALSE
"ERR1417331",3,19472,18615,"ERR1417331","reverse",857,18615,19472,"gene_3",FALSE
"ERR1417331",4,21141,19504,"ERR1417331","reverse",1637,19504,21141,"gene_4",FALSE
"ERR1417331",5,21365,21853,"ERR1417331","forward",488,21365,21853,"gene_5",FALSE
"ERR1417331",6,22089,22934,"ERR1417331","forward",845,22089,22934,"gene_6",FALSE
"ERR1417331",7,24081,22987,"ERR1417331","reverse",1094,22987,24081,"gene_7",FALSE
"ERR1417331",8,24817,24101,"ERR1417331","reverse",716,24101,24817,"gene_8",FALSE
"ERR1417331",9,25267,24860,"ERR1417331","reverse",407,24860,25267,"gene_9",FALSE
"ERR1417331",10,27362,25338,"ERR1417331","reverse",2024,25338,27362,"gene_10",FALSE
"ERR1417331",11,27498,28058,"ERR1417331","forward",560,27498,28058,"gene_11",FALSE
"ERR1417331",12,28061,28978,"ERR1417331","forward",917,28061,28978,"gene_12",FALSE
"ERR1417331",13,30080,29025,"ERR1417331","reverse",1055,29025,30080,"gene_13",FALSE
"ERR1417331",14,30870,30508,"ERR1417331","reverse",362,30508,30870,"gene_14",FALSE
"ERR1417331",15,33150,30874,"ERR1417331","reverse",2276,30874,33150,"gene_15",FALSE
"ERR1417331",16,33573,33160,"ERR1417331","reverse",413,33160,33573,"gene_16",FALSE
"ERR1417331",17,34335,33583,"ERR1417331","reverse",752,33583,34335,"gene_17",FALSE
"ERR1417331",1,60451,61992,"ERR1417331","forward",1541,60451,61992,"gene_1",TRUE
"ERR1417331",2,61989,63791,"ERR1417331","forward",1802,61989,63791,"gene_2",FALSE
"ERR1417331",3,64089,64673,"ERR1417331","forward",584,64089,64673,"gene_3",FALSE
"ERR1417331",4,67468,64769,"ERR1417331","reverse",2699,64769,67468,"gene_4",FALSE
"ERR1417331",5,70280,67548,"ERR1417331","reverse",2732,67548,70280,"gene_5",FALSE
"ERR1417331",1,10244,11956,"ERR1417331","forward",1712,10244,11956,"gene_1",TRUE
"ERR1417331",2,10013,8841,"ERR1417331","reverse",1172,8841,10013,"gene_2",FALSE
"ERR1417331",3,8645,7677,"ERR1417331","reverse",968,7677,8645,"gene_3",FALSE
"ERR1417331",4,6490,7680,"ERR1417331","forward",1190,6490,7680,"gene_4",FALSE
"ERR1417331",5,6346,4835,"ERR1417331","reverse",1511,4835,6346,"gene_5",FALSE
"ERR1417331",6,4613,3177,"ERR1417331","reverse",1436,3177,4613,"gene_6",FALSE
"ERR1417331",7,3160,1775,"ERR1417331","reverse",1385,1775,3160,"gene_7",FALSE
"ERR1417331",8,1764,949,"ERR1417331","reverse",815,949,1764,"gene_8",FALSE
"ERR1417331",9,785,63,"ERR1417331","reverse",722,63,785,"gene_9",FALSE
"ERR1417331",1,17596,16199,"ERR1417331","reverse",1397,16199,17596,"gene_1",TRUE
"ERR1417331",2,16101,14953,"ERR1417331","reverse",1148,14953,16101,"gene_2",FALSE
"ERR1417331",3,14938,13856,"ERR1417331","reverse",1082,13856,14938,"gene_3",FALSE
"ERR1417331",4,13803,11335,"ERR1417331","reverse",2468,11335,13803,"gene_4",FALSE
"ERR1417331",5,11297,10905,"ERR1417331","reverse",392,10905,11297,"gene_5",FALSE
"ERR1417331",6,10264,10821,"ERR1417331","forward",557,10264,10821,"gene_6",FALSE
"ERR1417331",7,8082,10013,"ERR1417331","forward",1931,8082,10013,"gene_7",FALSE
"ERR1417331",8,7825,6821,"ERR1417331","reverse",1004,6821,7825,"gene_8",FALSE
"ERR1417331",9,6565,5558,"ERR1417331","reverse",1007,5558,6565,"gene_9",FALSE
"ERR1417331",10,5215,4211,"ERR1417331","reverse",1004,4211,5215,"gene_10",FALSE
"ERR1417331",11,4086,3751,"ERR1417331","reverse",335,3751,4086,"gene_11",FALSE
"ERR1417331",12,2850,3695,"ERR1417331","forward",845,2850,3695,"gene_12",FALSE
"ERR1417331",13,1595,2722,"ERR1417331","forward",1127,1595,2722,"gene_13",FALSE
"ERR1417331",14,1515,301,"ERR1417331","reverse",1214,301,1515,"gene_14",FALSE
"ERR1417331",1,11149,10265,"ERR1417331","reverse",884,10265,11149,"gene_1",TRUE
"ERR1417331",2,12686,11268,"ERR1417331","reverse",1418,11268,12686,"gene_2",FALSE
"ERR1417331",3,14560,13052,"ERR1417331","reverse",1508,13052,14560,"gene_3",FALSE
"ERR1417331",4,14976,14677,"ERR1417331","reverse",299,14677,14976,"gene_4",FALSE
"ERR1417331",5,14976,14677,"ERR1417331","reverse",299,14677,14976,"gene_5",FALSE
"ERR1417331",6,15373,16374,"ERR1417331","forward",1001,15373,16374,"gene_6",FALSE
"ERR1417331",7,16597,17520,"ERR1417331","forward",923,16597,17520,"gene_7",FALSE
"ERR1417331",8,17520,17852,"ERR1417331","forward",332,17520,17852,"gene_8",FALSE
"ERR1417331",9,17864,19696,"ERR1417331","forward",1832,17864,19696,"gene_9",FALSE
"ERR1417331",10,19700,21199,"ERR1417331","forward",1499,19700,21199,"gene_10",FALSE
"ERR1417331",11,21208,22608,"ERR1417331","forward",1400,21208,22608,"gene_11",FALSE
"ERR1417331",12,22609,23727,"ERR1417331","forward",1118,22609,23727,"gene_12",FALSE
"ERR1417331",13,23788,24120,"ERR1417331","forward",332,23788,24120,"gene_13",FALSE
"ERR1417331",14,24123,24947,"ERR1417331","forward",824,24123,24947,"gene_14",FALSE
"ERR1417331",15,27520,24965,"ERR1417331","reverse",2555,24965,27520,"gene_15",FALSE
"ERR1417331",16,27682,28740,"ERR1417331","forward",1058,27682,28740,"gene_16",FALSE
"ERR1417331",1,68377,69597,"ERR1417331","forward",1220,68377,69597,"gene_1",TRUE
"ERR1417331",2,69600,70736,"ERR1417331","forward",1136,69600,70736,"gene_2",FALSE
"ERR1417331",3,71649,70744,"ERR1417331","reverse",905,70744,71649,"gene_3",FALSE
"ERR1417331",4,73471,71627,"ERR1417331","reverse",1844,71627,73471,"gene_4",FALSE
"ERR1417331",5,73471,71627,"ERR1417331","reverse",1844,71627,73471,"gene_5",FALSE
"ERR1417331",6,74722,73472,"ERR1417331","reverse",1250,73472,74722,"gene_6",FALSE
"ERR1417331",7,75605,74709,"ERR1417331","reverse",896,74709,75605,"gene_7",FALSE
"ERR1417331",8,76345,75605,"ERR1417331","reverse",740,75605,76345,"gene_8",FALSE
"ERR1417331",9,77982,76540,"ERR1417331","reverse",1442,76540,77982,"gene_9",FALSE
"ERR1417331",10,78568,78086,"ERR1417331","reverse",482,78086,78568,"gene_10",FALSE
"ERR1417331",11,79990,78704,"ERR1417331","reverse",1286,78704,79990,"gene_11",FALSE
"ERR1417331",12,81409,80090,"ERR1417331","reverse",1319,80090,81409,"gene_12",FALSE
"ERR1417331",13,81582,83285,"ERR1417331","forward",1703,81582,83285,"gene_13",FALSE
"ERR1417331",14,83687,85924,"ERR1417331","forward",2237,83687,85924,"gene_14",FALSE
"ERR1417331",1,29021,27258,"ERR1417331","reverse",1763,27258,29021,"gene_1",TRUE
"ERR1417331",2,29379,29723,"ERR1417331","forward",344,29379,29723,"gene_2",FALSE
"ERR1417331",3,30038,29724,"ERR1417331","reverse",314,29724,30038,"gene_3",FALSE
"ERR1417331",4,31024,30173,"ERR1417331","reverse",851,30173,31024,"gene_4",FALSE
"ERR1417331",5,33051,31156,"ERR1417331","reverse",1895,31156,33051,"gene_5",FALSE
"ERR1417331",6,33836,33186,"ERR1417331","reverse",650,33186,33836,"gene_6",FALSE
"ERR1417331",7,34036,34359,"ERR1417331","forward",323,34036,34359,"gene_7",FALSE
"ERR1417331",8,34374,34910,"ERR1417331","forward",536,34374,34910,"gene_8",FALSE
"ERR1417331",9,35556,34969,"ERR1417331","reverse",587,34969,35556,"gene_9",FALSE
"ERR1417331",10,35870,37009,"ERR1417331","forward",1139,35870,37009,"gene_10",FALSE
"ERR1417331",11,37024,40254,"ERR1417331","forward",3230,37024,40254,"gene_11",FALSE
"ERR1417331",12,40342,40818,"ERR1417331","forward",476,40342,40818,"gene_12",FALSE
"ERR1417331",13,40897,41529,"ERR1417331","forward",632,40897,41529,"gene_13",FALSE
"ERR1417331",14,41651,42088,"ERR1417331","forward",437,41651,42088,"gene_14",FALSE
"ERR1417331",15,42471,42142,"ERR1417331","reverse",329,42142,42471,"gene_15",FALSE
"ERR1417331",16,42572,43270,"ERR1417331","forward",698,42572,43270,"gene_16",FALSE
"ERR1417331",17,44991,43267,"ERR1417331","reverse",1724,43267,44991,"gene_17",FALSE
"ERR1417331",18,45767,44988,"ERR1417331","reverse",779,44988,45767,"gene_18",FALSE
"ERR1417331",1,17058,17414,"ERR1417331","forward",356,17058,17414,"gene_1",TRUE
"ERR1417331",2,16037,16978,"ERR1417331","forward",941,16037,16978,"gene_2",FALSE
"ERR1417331",3,15113,15892,"ERR1417331","forward",779,15113,15892,"gene_3",FALSE
"ERR1417331",4,14583,15089,"ERR1417331","forward",506,14583,15089,"gene_4",FALSE
"ERR1417331",5,13905,14570,"ERR1417331","forward",665,13905,14570,"gene_5",FALSE
"ERR1417331",6,13692,13426,"ERR1417331","reverse",266,13426,13692,"gene_6",FALSE
"ERR1417331",7,12635,13369,"ERR1417331","forward",734,12635,13369,"gene_7",FALSE
"ERR1417331",8,11720,12577,"ERR1417331","forward",857,11720,12577,"gene_8",FALSE
"ERR1417331",9,11410,11042,"ERR1417331","reverse",368,11042,11410,"gene_9",FALSE
"ERR1417331",10,10254,10988,"ERR1417331","forward",734,10254,10988,"gene_10",FALSE
"ERR1417331",11,8491,10221,"ERR1417331","forward",1730,8491,10221,"gene_11",FALSE
"ERR1417331",12,7336,8478,"ERR1417331","forward",1142,7336,8478,"gene_12",FALSE
"ERR1417331",13,6390,7328,"ERR1417331","forward",938,6390,7328,"gene_13",FALSE
"ERR1417331",14,4365,6377,"ERR1417331","forward",2012,4365,6377,"gene_14",FALSE
"ERR1417331",15,2523,4343,"ERR1417331","forward",1820,2523,4343,"gene_15",FALSE
"ERR1417331",16,720,2504,"ERR1417331","forward",1784,720,2504,"gene_16",FALSE
"ERR1417331",1,35466,34417,"ERR1417331","reverse",1049,34417,35466,"gene_1",TRUE
